age,annual_income,credit_score,employment_type,loan_amount,monthly_existing_emis,loan_purpose,loan_tenure_months,years_in_current_job,total_work_experience,existing_loan_count,residential_status,number_of_dependents,city_tier,education_level,marital_status,bank_account_vintage_months,risk_score,approval_status,dti_ratio,loan_to_income_ratio
22,300000,697,Salaried,396149,6796,Education,60,0.6,0.6,3,Rented,1,Metro,Post-Graduate,Married,84,49.42,MANUAL_REVIEW,61.24,1.32
41,883030,772,Salaried,2377799,9369,Education,60,1.1,7.3,1,Rented,0,Tier-3,Graduate,Married,180,66.36,MANUAL_REVIEW,82.19,2.69
43,300000,492,Self-Employed,589235,6265,Medical,36,4.9,19.4,4,Owned,3,Tier-1,High-School,Married,237,38.7,REJECTED,101.67,1.96
30,1036287,628,Government,2477188,34511,Personal,36,6.7,9.0,2,Rented,0,Tier-3,Graduate,Married,223,49.1,MANUAL_REVIEW,133.2,2.39
30,854752,673,Salaried,1756001,27181,Education,84,0.5,0.5,2,Owned,2,Tier-1,Post-Graduate,Married,184,48.5,MANUAL_REVIEW,79.73,2.05
37,300000,710,Salaried,2304419,9949,Home,360,0.6,14.8,2,Owned,1,Tier-1,Graduate,Married,177,48.66,MANUAL_REVIEW,124.11,7.68
30,697549,777,Self-Employed,1715632,18009,Business,60,1.8,1.8,2,Owned,2,Metro,Graduate,Single,122,56.56,MANUAL_REVIEW,94.42,2.46
34,585471,724,Salaried,1474060,11115,Education,120,2.7,2.7,1,Owned,2,Tier-2,Graduate,Married,32,60.64,MANUAL_REVIEW,63.55,2.52
55,2196552,850,Self-Employed,10000000,67349,Home,240,1.4,1.4,2,Owned,2,Tier-1,Post-Graduate,Single,58,61.38,MANUAL_REVIEW,91.34,4.55
32,1184352,738,Salaried,1188279,36374,Personal,24,1.9,10.1,1,Family-Owned,1,Tier-3,Graduate,Married,119,59.52,MANUAL_REVIEW,92.69,1.0
31,690590,524,Salaried,1311947,8247,Education,120,7.5,7.6,2,Company-Provided,0,Tier-1,Graduate,Widowed,10,52.62,MANUAL_REVIEW,45.09,1.9
28,1744017,635,Self-Employed,5620773,0,Education,120,0.4,0.4,0,Rented,2,Tier-2,Graduate,Married,27,37.78,REJECTED,52.19,3.22
42,1299668,762,Government,2674062,36024,Personal,48,13.0,13.3,1,Owned,3,Tier-2,Post-Graduate,Married,44,73.26,APPROVED,96.48,2.06
33,1669785,614,Salaried,3962455,52291,Business,120,1.4,1.4,1,Rented,2,Tier-1,Graduate,Married,154,36.78,REJECTED,76.0,2.37
28,1411688,680,Government,8284017,43474,Home,360,3.3,5.3,3,Rented,1,Tier-3,Graduate,Married,62,51.36,MANUAL_REVIEW,101.37,5.87
48,556542,623,Salaried,4599929,14472,Home,360,5.3,11.0,2,Owned,1,Tier-1,Graduate,Married,122,40.3,REJECTED,121.93,8.27
49,2937338,587,Salaried,10000000,63937,Education,60,1.4,1.4,1,Owned,2,Tier-2,High-School,Married,183,32.38,REJECTED,113.93,3.4
28,432718,711,Salaried,3946605,12008,Home,360,5.4,5.8,1,Rented,0,Tier-2,Post-Graduate,Single,173,54.96,MANUAL_REVIEW,133.41,9.12
21,1264794,715,Salaried,1142351,26860,Personal,12,0.0,0.0,3,Owned,2,Tier-1,Professional,Married,50,55.7,MANUAL_REVIEW,121.02,0.9
45,363984,767,Salaried,412295,0,Vehicle,36,3.8,18.5,0,Rented,0,Metro,Graduate,Single,180,81.0,APPROVED,44.18,1.13
28,1679263,796,Salaried,2243910,27479,Personal,60,2.6,4.7,3,Owned,0,Tier-2,Graduate,Single,220,69.34,MANUAL_REVIEW,54.1,1.34
42,3506516,669,Salaried,10000000,51920,Home,180,3.7,9.1,2,Rented,1,Tier-1,Graduate,Divorced,157,62.62,MANUAL_REVIEW,55.6,2.85
21,513532,495,Freelancer,3861905,0,Home,180,0.0,0.0,0,Rented,3,Tier-1,Professional,Married,61,19.3,REJECTED,99.75,7.52
43,839320,682,Self-Employed,3417277,18338,Home,180,0.3,0.3,3,Rented,3,Tier-1,Post-Graduate,Married,74,42.16,MANUAL_REVIEW,80.23,4.07
22,1275100,664,Government,10000000,25160,Home,360,0.3,0.3,1,Owned,1,Tier-2,Post-Graduate,Married,148,40.56,REJECTED,109.76,7.84
42,869178,804,Government,2934281,0,Education,120,3.9,16.3,0,Family-Owned,2,Tier-2,Graduate,Divorced,39,75.7,APPROVED,54.66,3.38
35,2723165,697,Self-Employed,10000000,58400,Home,360,8.0,10.7,1,Rented,0,Tier-1,Graduate,Single,162,55.84,MANUAL_REVIEW,66.04,3.67
25,851313,603,Salaried,1206813,12642,Medical,24,0.6,3.5,4,Rented,5,Metro,High-School,Married,106,38.5,REJECTED,96.71,1.42
30,852936,729,Salaried,1158733,19701,Medical,48,2.9,5.5,2,Rented,2,Tier-2,Professional,Married,168,60.6,MANUAL_REVIEW,69.46,1.36
41,487373,552,Self-Employed,1034538,12128,Personal,24,5.4,18.8,3,Owned,1,Tier-2,Graduate,Married,30,35.9,REJECTED,147.99,2.12
36,623034,614,Salaried,5620269,0,Home,360,7.5,8.4,0,Rented,3,Tier-3,Graduate,Single,58,39.08,REJECTED,99.02,9.02
40,595585,615,Salaried,1965804,0,Business,60,4.8,9.5,0,Owned,1,Tier-1,Post-Graduate,Married,188,40.2,REJECTED,85.13,3.3
54,628839,581,Freelancer,4896139,17924,Home,360,3.3,6.5,1,Family-Owned,1,Tier-3,Graduate,Single,73,25.1,REJECTED,119.67,7.79
21,381071,680,Salaried,1428722,8796,Home,300,0.0,0.0,1,Rented,1,Metro,Graduate,Single,31,46.1,MANUAL_REVIEW,70.18,3.75
51,638871,650,Salaried,1588015,17399,Education,84,3.0,20.8,2,Family-Owned,2,Metro,Post-Graduate,Married,107,58.6,MANUAL_REVIEW,82.97,2.49
36,4610064,645,Government,10000000,57939,Education,60,4.3,6.9,1,Company-Provided,0,Tier-1,Graduate,Single,180,53.28,MANUAL_REVIEW,71.03,2.17
26,536647,624,Salaried,662761,6096,Education,60,0.4,0.4,1,Rented,2,Tier-3,Graduate,Married,137,48.78,MANUAL_REVIEW,45.49,1.24
21,876147,662,Self-Employed,3291214,0,Home,180,0.0,0.0,0,Owned,4,Metro,High-School,Single,123,53.8,MANUAL_REVIEW,49.83,3.76
33,1165710,606,Salaried,4241864,14949,Home,300,1.4,1.4,1,Rented,3,Tier-3,Graduate,Married,41,43.98,MANUAL_REVIEW,56.62,3.64
44,1571279,660,Government,1767012,0,Medical,24,3.2,8.6,0,Owned,3,Metro,Graduate,Divorced,135,60.32,MANUAL_REVIEW,62.58,1.12
33,1127867,617,Self-Employed,3317761,33260,Education,120,1.9,1.9,3,Rented,3,Metro,Post-Graduate,Married,180,41.18,MANUAL_REVIEW,83.02,2.94
50,1058734,817,Salaried,10000000,23543,Home,360,4.4,25.0,3,Rented,1,Tier-1,Graduate,Married,21,62.8,MANUAL_REVIEW,130.36,9.45
21,1147676,653,Government,1645268,22627,Personal,36,0.0,0.0,2,Rented,0,Tier-2,Post-Graduate,Single,83,47.2,MANUAL_REVIEW,79.57,1.43
34,1257322,708,Salaried,4968580,0,Home,300,2.3,11.1,0,Rented,1,Metro,Post-Graduate,Married,173,70.72,MANUAL_REVIEW,44.77,3.95
22,819901,649,Salaried,1452045,0,Personal,60,0.6,0.6,0,Rented,0,Metro,Graduate,Divorced,153,45.42,MANUAL_REVIEW,45.68,1.77
38,300000,717,Salaried,1206548,8216,Home,240,5.7,10.1,1,Owned,3,Metro,Graduate,Married,123,62.02,MANUAL_REVIEW,81.05,4.02
43,739261,679,Self-Employed,703439,8453,Personal,60,2.8,19.6,2,Owned,1,Tier-2,Post-Graduate,Single,24,65.8,MANUAL_REVIEW,38.26,0.95
30,659358,716,Self-Employed,1374309,5596,Personal,48,3.7,3.7,3,Owned,3,Metro,Post-Graduate,Single,58,56.54,MANUAL_REVIEW,74.22,2.08
21,635437,491,Salaried,4364026,10235,Business,180,0.0,0.0,3,Rented,1,Tier-1,Post-Graduate,Married,153,16.6,REJECTED,110.43,6.87
36,855717,749,Salaried,7723659,0,Home,240,5.7,7.1,0,Family-Owned,0,Metro,Graduate,Married,97,56.52,MANUAL_REVIEW,108.14,9.03
39,1067421,747,Salaried,1186604,15537,Personal,48,1.0,10.0,4,Rented,3,Tier-1,Graduate,Single,114,60.0,MANUAL_REVIEW,51.62,1.11
39,2504966,709,Salaried,2525217,0,Vehicle,36,3.2,9.9,0,Company-Provided,3,Tier-2,Professional,Married,124,78.98,APPROVED,39.32,1.01
47,798898,548,Government,3857387,12795,Business,60,4.1,4.1,2,Owned,2,Metro,High-School,Divorced,138,32.72,REJECTED,143.76,4.83
24,1710008,583,Self-Employed,2382902,55870,Vehicle,36,2.2,2.4,1,Rented,0,Tier-2,Post-Graduate,Single,59,36.58,REJECTED,93.56,1.39
41,1051678,802,Salaried,1666178,23691,Medical,48,2.0,14.6,2,Family-Owned,1,Metro,Graduate,Married,183,70.42,MANUAL_REVIEW,75.71,1.58
46,2579500,552,Salaried,5002620,59486,Personal,36,5.2,5.7,1,Owned,0,Tier-2,Post-Graduate,Married,51,40.94,REJECTED,103.31,1.94
21,1339894,779,Salaried,4208375,33128,Home,180,0.0,0.0,3,Family-Owned,3,Tier-2,Post-Graduate,Married,42,61.9,MANUAL_REVIEW,71.33,3.14
38,465987,726,Salaried,1744637,8516,Business,60,2.9,13.4,1,Rented,1,Tier-1,Graduate,Divorced,190,53.58,MANUAL_REVIEW,118.5,3.74
29,336197,549,Government,939042,11029,Personal,36,0.1,0.1,2,Company-Provided,2,Metro,Graduate,Married,125,29.32,REJECTED,148.31,2.79
34,1192182,834,Government,2353568,0,Personal,24,3.6,3.6,0,Rented,4,Metro,Post-Graduate,Single,20,71.62,APPROVED,109.86,1.97
38,807983,653,Salaried,2081115,26392,Personal,48,4.2,8.0,3,Rented,2,Tier-1,High-School,Married,152,50.9,MANUAL_REVIEW,118.33,2.58
30,441524,794,Salaried,770380,12170,Personal,60,7.2,7.6,4,Owned,2,Tier-1,High-School,Single,233,69.12,MANUAL_REVIEW,78.08,1.74
28,474243,649,Salaried,1101013,6461,Personal,24,1.3,5.6,2,Owned,3,Tier-1,Post-Graduate,Divorced,223,38.12,REJECTED,145.55,2.32
35,1190611,564,Salaried,1992141,36121,Education,84,2.1,2.1,4,Family-Owned,2,Tier-2,Post-Graduate,Single,121,40.52,REJECTED,70.26,1.67
24,1856462,623,Salaried,10000000,0,Home,360,1.4,1.4,0,Rented,2,Metro,Graduate,Single,108,38.18,REJECTED,59.13,5.39
24,970076,575,Self-Employed,1650306,10531,Medical,60,0.9,0.9,2,Rented,0,Tier-1,Post-Graduate,Divorced,60,34.08,REJECTED,56.91,1.7
41,1870934,760,Salaried,1358665,0,Medical,48,2.9,8.0,0,Family-Owned,2,Metro,Professional,Married,61,87.6,APPROVED,22.31,0.73
23,587769,610,Government,755255,14153,Personal,48,1.1,1.1,1,Rented,0,Tier-3,High-School,Single,118,40.72,REJECTED,68.37,1.28
41,403806,577,Salaried,2519840,7980,Home,360,6.7,10.0,2,Company-Provided,2,Metro,Graduate,Married,69,32.9,REJECTED,92.21,6.24
39,2006427,545,Salaried,10000000,18687,Home,300,2.5,2.5,2,Company-Provided,0,Metro,Post-Graduate,Single,163,35.8,REJECTED,67.65,4.98
21,680764,813,Government,5080160,21056,Home,360,0.0,0.0,2,Rented,1,Tier-2,Graduate,Single,81,54.2,MANUAL_REVIEW,119.03,7.46
28,553468,751,Salaried,4249206,17910,Home,300,0.9,0.9,1,Company-Provided,0,Metro,Graduate,Single,216,52.98,MANUAL_REVIEW,125.82,7.68
46,623982,608,Government,1996968,19354,Education,60,10.9,21.0,4,Owned,0,Tier-3,Graduate,Single,180,51.2,MANUAL_REVIEW,119.77,3.2
25,1555626,654,Government,10000000,0,Home,240,0.1,0.1,0,Owned,2,Tier-3,Post-Graduate,Married,14,40.22,REJECTED,77.01,6.43
30,632067,589,Salaried,4439631,8308,Home,180,1.8,1.8,1,Owned,5,Tier-1,Graduate,Married,169,25.46,REJECTED,108.94,7.02
39,1088200,697,Salaried,998589,18127,Personal,36,0.7,17.2,3,Company-Provided,2,Tier-3,Graduate,Married,123,52.7,MANUAL_REVIEW,55.78,0.92
42,586572,467,Self-Employed,610944,18903,Vehicle,36,1.4,1.4,3,Rented,0,Tier-2,Graduate,Married,138,33.08,REJECTED,79.29,1.04
32,774568,681,Salaried,5026906,8515,Home,300,0.4,0.4,2,Company-Provided,1,Metro,Graduate,Married,162,38.08,REJECTED,86.72,6.49
29,300000,696,Salaried,739723,6874,Personal,48,3.1,3.1,1,Owned,1,Tier-3,Graduate,Single,229,50.12,MANUAL_REVIEW,103.25,2.47
49,4258738,781,Salaried,9222802,87182,Vehicle,60,1.2,4.2,1,Owned,0,Tier-3,Post-Graduate,Single,131,65.54,MANUAL_REVIEW,80.42,2.17
52,1329563,706,Salaried,2154584,16128,Medical,48,5.2,17.5,1,Rented,4,Tier-1,Post-Graduate,Married,200,66.4,MANUAL_REVIEW,64.35,1.62
44,883186,666,Government,2262658,26935,Education,84,7.8,7.8,1,Owned,2,Tier-2,Graduate,Single,30,61.66,MANUAL_REVIEW,88.43,2.56
35,465815,544,Self-Employed,925843,5444,Education,84,2.2,2.9,2,Family-Owned,0,Tier-3,High-School,Single,103,40.48,REJECTED,54.24,1.99
26,591621,645,Freelancer,3616586,13696,Home,240,1.9,5.0,2,Rented,2,Tier-2,High-School,Married,194,28.0,REJECTED,101.02,6.11
26,1530771,780,Salaried,4691911,24932,Home,300,0.9,1.7,1,Family-Owned,0,Metro,High-School,Married,100,66.04,MANUAL_REVIEW,54.27,3.07
40,334711,756,Government,721541,6286,Personal,36,4.1,12.2,2,Rented,1,Metro,Post-Graduate,Single,218,70.74,MANUAL_REVIEW,106.62,2.16
39,664114,504,Government,935595,9043,Education,120,12.5,15.7,1,Rented,2,Tier-3,Post-Graduate,Married,113,62.7,MANUAL_REVIEW,39.15,1.41
49,2701304,796,Salaried,8139833,0,Business,180,7.6,25.8,0,Rented,1,Tier-1,Post-Graduate,Married,180,79.4,APPROVED,39.97,3.01
41,443278,600,Salaried,3272205,10616,Home,240,7.3,8.2,3,Owned,3,Tier-2,Graduate,Widowed,114,39.04,REJECTED,117.18,7.38
21,1094606,607,Self-Employed,2539574,36177,Business,60,0.0,0.0,3,Company-Provided,2,Tier-3,High-School,Married,65,30.2,REJECTED,99.5,2.32
45,4851370,768,Self-Employed,10000000,0,Home,360,7.4,17.4,0,Rented,0,Metro,Post-Graduate,Single,15,91.0,APPROVED,22.63,2.06
25,1108492,649,Salaried,2483685,32336,Personal,60,2.3,2.3,2,Rented,2,Tier-1,Professional,Married,167,40.66,REJECTED,92.8,2.24
31,1124927,623,Salaried,2874613,28588,Personal,48,6.6,6.9,1,Rented,2,Tier-2,Graduate,Single,130,44.68,MANUAL_REVIEW,109.01,2.56
37,1490714,531,Salaried,1554612,0,Personal,24,1.0,5.8,0,Rented,2,Metro,Post-Graduate,Divorced,226,37.26,REJECTED,58.04,1.04
54,991549,795,Salaried,2994995,27012,Home,300,2.1,14.0,1,Company-Provided,1,Tier-2,Post-Graduate,Single,90,69.4,MANUAL_REVIEW,66.91,3.02
66,2306731,666,Salaried,10000000,0,Home,360,7.5,26.4,0,Family-Owned,1,Tier-3,Post-Graduate,Divorced,46,64.3,MANUAL_REVIEW,47.59,4.34
41,688811,736,Salaried,3464979,20192,Home,240,6.0,6.5,2,Owned,2,Metro,High-School,Divorced,18,57.5,MANUAL_REVIEW,95.44,5.03
33,300000,687,Salaried,828939,0,Personal,36,6.8,9.2,0,Owned,2,Tier-3,Professional,Married,101,53.04,MANUAL_REVIEW,107.77,2.76
40,686369,751,Salaried,2947803,0,Home,360,4.4,4.8,0,Owned,0,Tier-3,Post-Graduate,Single,159,75.66,APPROVED,47.14,4.29
43,498226,611,Salaried,1061003,0,Personal,48,3.4,17.5,0,Rented,2,Tier-3,Post-Graduate,Married,151,44.3,MANUAL_REVIEW,65.43,2.13
31,677790,688,Salaried,2552467,0,Home,300,1.5,1.5,0,Rented,2,Tier-1,Professional,Married,44,57.7,MANUAL_REVIEW,42.67,3.77
52,572576,507,Salaried,1332689,11535,Education,120,4.0,6.7,2,Rented,3,Tier-3,Post-Graduate,Married,190,40.14,REJECTED,61.86,2.33
37,2256302,729,Salaried,6210099,50788,Personal,36,3.3,12.0,1,Family-Owned,0,Tier-2,High-School,Single,95,61.4,MANUAL_REVIEW,134.36,2.75
39,1306274,553,Salaried,3792600,0,Education,84,3.1,4.7,0,Company-Provided,0,Tier-3,Post-Graduate,Married,157,44.74,MANUAL_REVIEW,58.74,2.9
41,1025079,725,Salaried,8023620,31490,Home,300,1.7,15.9,2,Rented,3,Tier-1,High-School,Married,164,50.9,MANUAL_REVIEW,125.55,7.83
39,859191,638,Salaried,1180990,22108,Personal,24,4.5,14.1,1,Rented,1,Tier-1,Post-Graduate,Single,180,46.82,MANUAL_REVIEW,107.37,1.37
43,565721,696,Government,4013475,6638,Business,120,5.7,5.7,1,Rented,0,Metro,Graduate,Married,60,45.04,MANUAL_REVIEW,128.96,7.09
28,300000,725,Salaried,2209313,0,Home,300,0.5,0.5,0,Rented,1,Metro,High-School,Single,149,45.3,MANUAL_REVIEW,83.44,7.36
29,843113,680,Salaried,3154252,23456,Home,240,1.3,1.3,2,Owned,3,Tier-2,Graduate,Married,106,49.36,MANUAL_REVIEW,78.21,3.74
23,958805,703,Freelancer,894238,8534,Personal,60,1.5,1.5,1,Owned,0,Tier-1,Post-Graduate,Single,162,67.4,MANUAL_REVIEW,34.74,0.93
39,806544,675,Salaried,627381,23810,Vehicle,48,6.1,15.2,1,Family-Owned,1,Tier-1,High-School,Single,17,63.8,MANUAL_REVIEW,59.32,0.78
42,640310,656,Salaried,2150469,17954,Home,180,1.5,8.0,1,Rented,2,Tier-3,High-School,Married,138,49.9,MANUAL_REVIEW,78.2,3.36
39,1137354,667,Salaried,3200961,0,Personal,24,1.1,3.0,0,Rented,0,Metro,Graduate,Married,188,46.8,MANUAL_REVIEW,156.62,2.81
51,1407113,802,Government,1550258,40949,Medical,12,2.3,2.3,2,Family-Owned,2,Tier-3,High-School,Single,113,70.06,MANUAL_REVIEW,151.46,1.1
34,2492942,573,Self-Employed,3804948,22244,Personal,36,2.8,2.8,1,Owned,2,Metro,Professional,Married,79,35.06,REJECTED,70.24,1.53
41,1833905,778,Salaried,4339620,59867,Education,60,2.9,19.6,1,Rented,1,Tier-2,Post-Graduate,Married,184,70.9,MANUAL_REVIEW,100.21,2.37
24,935268,518,Salaried,1646165,0,Personal,24,0.5,0.5,0,Owned,0,Tier-1,Post-Graduate,Single,209,31.0,REJECTED,97.95,1.76
31,1264200,712,Salaried,5903122,29944,Home,180,0.9,0.9,1,Rented,1,Metro,High-School,Married,237,52.18,MANUAL_REVIEW,90.36,4.67
41,403616,637,Salaried,588116,0,Education,84,5.2,15.7,0,Owned,2,Tier-2,Graduate,Single,161,69.1,MANUAL_REVIEW,29.48,1.46
43,1457097,521,Self-Employed,5479247,41286,Home,240,5.6,13.5,1,Rented,3,Tier-2,Post-Graduate,Divorced,134,40.3,REJECTED,79.05,3.76
32,1319178,533,Salaried,9490589,0,Home,360,2.5,5.9,0,Rented,0,Tier-2,Graduate,Single,179,29.38,REJECTED,78.97,7.19
34,1185971,603,Salaried,6852357,26681,Home,360,3.0,5.8,2,Rented,2,Tier-3,Professional,Married,47,40.26,REJECTED,90.42,5.78
21,1078277,666,Self-Employed,7534881,0,Business,84,0.0,0.0,0,Family-Owned,1,Metro,Post-Graduate,Married,95,29.9,REJECTED,141.38,6.99
31,1505509,628,Self-Employed,2350911,25333,Vehicle,36,3.6,7.0,3,Owned,1,Tier-1,Graduate,Married,231,46.7,MANUAL_REVIEW,81.1,1.56
43,6748533,790,Salaried,10000000,106201,Education,120,6.4,9.3,3,Owned,2,Tier-2,Post-Graduate,Divorced,90,84.26,APPROVED,42.88,1.48
40,696545,564,Government,6615585,7022,Home,360,4.5,4.5,4,Family-Owned,2,Tier-1,Graduate,Married,190,34.5,REJECTED,116.35,9.5
40,1826801,750,Government,8921390,40000,Business,84,2.9,16.0,3,Rented,0,Tier-2,Professional,Single,54,62.0,MANUAL_REVIEW,125.08,4.88
35,626832,744,Salaried,1224931,7473,Personal,24,2.3,2.3,4,Rented,0,Tier-3,Post-Graduate,Divorced,87,57.76,MANUAL_REVIEW,123.06,1.95
35,748326,771,Freelancer,3110496,16853,Business,180,7.5,7.5,3,Rented,2,Tier-2,Graduate,Single,98,53.6,MANUAL_REVIEW,82.16,4.16
28,1371273,688,Salaried,3279899,0,Personal,12,3.8,4.8,0,Owned,1,Tier-2,Graduate,Single,207,51.86,MANUAL_REVIEW,253.01,2.39
41,762457,699,Salaried,876153,18265,Medical,36,4.8,12.8,1,Rented,1,Tier-2,Graduate,Married,34,55.96,MANUAL_REVIEW,73.57,1.15
39,3350891,783,Self-Employed,10000000,0,Home,180,2.0,11.1,0,Owned,0,Metro,High-School,Divorced,187,84.62,APPROVED,39.59,2.98
39,506332,801,Salaried,3104710,9815,Home,300,2.9,11.9,1,Family-Owned,4,Tier-2,Graduate,Married,168,59.18,MANUAL_REVIEW,92.74,6.13
29,411660,506,Salaried,1103448,5039,Education,84,5.8,7.0,1,Rented,1,Tier-1,Graduate,Married,174,41.9,MANUAL_REVIEW,68.92,2.68
21,637980,616,Self-Employed,1682198,12217,Personal,24,0.0,0.0,3,Rented,1,Tier-1,Graduate,Divorced,25,33.0,REJECTED,169.72,2.64
45,2194072,751,Self-Employed,2587307,66480,Medical,60,1.8,15.1,4,Rented,0,Tier-1,Post-Graduate,Married,14,66.4,MANUAL_REVIEW,66.78,1.18
30,973979,850,Self-Employed,898114,0,Medical,36,6.3,6.3,0,Owned,2,Tier-3,High-School,Married,208,83.76,APPROVED,35.96,0.92
26,2153510,640,Salaried,3011573,42606,Medical,60,3.0,3.0,1,Owned,5,Tier-1,Professional,Married,208,50.8,MANUAL_REVIEW,59.81,1.4
41,647334,504,Self-Employed,6190171,10940,Home,300,2.6,18.1,1,Rented,5,Tier-2,High-School,Single,236,27.4,REJECTED,128.63,9.56
31,404724,626,Salaried,2383566,9744,Business,120,6.5,6.5,1,Owned,1,Tier-2,High-School,Married,122,34.9,REJECTED,124.25,5.89
45,1088148,518,Salaried,2245303,25903,Education,60,2.5,10.2,1,Rented,4,Tier-3,Professional,Single,61,39.54,REJECTED,81.79,2.06
41,467986,703,Freelancer,911726,4960,Medical,24,5.9,16.9,3,Family-Owned,1,Tier-1,Professional,Single,75,59.5,MANUAL_REVIEW,121.14,1.95
41,1212311,786,Salaried,6545289,17270,Home,180,6.4,9.8,3,Company-Provided,1,Tier-3,Graduate,Married,99,65.06,MANUAL_REVIEW,88.71,5.4
21,789273,730,Self-Employed,7800209,0,Home,360,0.0,0.0,0,Family-Owned,3,Tier-3,High-School,Married,155,44.0,MANUAL_REVIEW,108.48,9.88
47,749453,813,Salaried,2441677,15508,Business,84,4.7,15.1,1,Company-Provided,3,Tier-1,Graduate,Married,9,63.3,MANUAL_REVIEW,90.75,3.26
37,1261917,586,Government,9462055,22072,Business,120,5.2,5.2,2,Owned,2,Tier-1,Graduate,Single,10,30.64,REJECTED,142.4,7.5
31,898003,830,Self-Employed,2378365,14666,Business,120,7.2,7.2,2,Rented,1,Tier-1,Graduate,Married,11,67.44,MANUAL_REVIEW,62.48,2.65
36,488990,729,Salaried,3908340,9523,Home,360,1.5,1.5,1,Owned,4,Tier-1,Graduate,Divorced,185,48.1,MANUAL_REVIEW,111.1,7.99
21,645719,628,Salaried,1056795,10067,Medical,12,0.0,0.0,4,Owned,1,Metro,Post-Graduate,Married,166,39.4,REJECTED,191.83,1.64
39,1053938,821,Government,2452626,17938,Personal,60,13.0,13.6,1,Rented,3,Tier-3,Post-Graduate,Single,203,72.62,APPROVED,80.45,2.33
24,2072638,685,Self-Employed,5249938,57358,Personal,12,1.1,1.1,1,Owned,2,Metro,Professional,Single,213,45.72,MANUAL_REVIEW,301.14,2.53
21,819469,694,Salaried,1549492,17281,Personal,12,0.0,0.0,4,Owned,0,Metro,Graduate,Married,8,45.1,MANUAL_REVIEW,225.32,1.89
21,2825091,683,Salaried,7159058,85189,Business,120,0.0,0.0,2,Rented,0,Tier-3,Graduate,Single,188,42.5,MANUAL_REVIEW,77.22,2.53
46,1204876,547,Government,2652786,38613,Education,84,3.6,20.1,1,Owned,0,Tier-1,Graduate,Married,213,47.8,MANUAL_REVIEW,83.0,2.2
28,925342,748,Self-Employed,6936550,0,Home,300,0.2,0.2,0,Owned,0,Metro,Post-Graduate,Single,146,45.94,MANUAL_REVIEW,84.93,7.5
50,6073294,786,Salaried,10000000,0,Personal,24,7.6,13.6,0,Owned,2,Tier-1,High-School,Married,36,72.12,APPROVED,91.63,1.65
29,1009672,754,Salaried,3306441,31688,Business,120,1.9,2.0,1,Owned,0,Tier-2,Professional,Married,81,57.9,MANUAL_REVIEW,90.69,3.27
21,1321231,706,Salaried,6303641,19390,Home,360,0.0,0.0,1,Family-Owned,0,Tier-1,Graduate,Married,156,52.8,MANUAL_REVIEW,69.98,4.77
23,1061362,794,Salaried,6800026,21392,Home,360,0.8,0.8,1,Owned,1,Tier-1,Graduate,Married,191,53.86,MANUAL_REVIEW,94.51,6.41
47,1602763,751,Government,3894845,34795,Personal,24,12.8,18.1,3,Owned,2,Tier-1,Graduate,Married,13,73.5,APPROVED,161.29,2.43
33,1464589,584,Salaried,10000000,0,Home,300,4.3,4.3,0,Owned,1,Metro,Professional,Single,71,32.46,REJECTED,77.36,6.83
29,406650,502,Salaried,1466133,0,Home,360,2.6,2.6,0,Owned,1,Tier-1,Graduate,Widowed,12,49.92,MANUAL_REVIEW,39.58,3.61
36,585640,710,Freelancer,1110296,0,Medical,48,4.9,4.9,0,Owned,1,Metro,Graduate,Married,56,60.18,MANUAL_REVIEW,58.25,1.9
40,560570,586,Self-Employed,5322119,16614,Home,300,1.0,12.9,2,Rented,1,Tier-1,Post-Graduate,Single,27,25.48,REJECTED,143.14,9.49
46,1067564,559,Salaried,1304792,23816,Education,60,3.5,24.1,4,Company-Provided,4,Tier-1,Professional,Married,201,48.3,MANUAL_REVIEW,58.29,1.22
49,604096,626,Salaried,1581491,8850,Education,120,5.8,5.8,3,Rented,4,Tier-2,High-School,Married,50,51.06,MANUAL_REVIEW,59.97,2.62
31,1421846,710,Self-Employed,3032801,31311,Personal,36,4.9,6.4,2,Family-Owned,0,Tier-2,Graduate,Married,130,57.68,MANUAL_REVIEW,109.62,2.13
21,1069602,767,Government,2941830,0,Education,120,0.0,0.0,0,Family-Owned,0,Tier-2,Professional,Married,171,73.9,APPROVED,44.53,2.75
30,1379496,770,Salaried,2016933,13023,Medical,24,0.6,4.9,1,Owned,0,Tier-2,Post-Graduate,Single,18,63.68,MANUAL_REVIEW,92.7,1.46
37,1306891,760,Salaried,2557634,38143,Personal,24,4.3,8.7,3,Rented,1,Tier-1,Professional,Widowed,36,69.04,MANUAL_REVIEW,143.93,1.96
25,527089,601,Salaried,1066121,11850,Education,120,1.8,1.8,2,Family-Owned,3,Tier-2,Professional,Married,184,45.06,MANUAL_REVIEW,59.73,2.02
25,927541,667,Self-Employed,1361604,0,Education,120,2.0,2.0,0,Owned,3,Tier-1,Graduate,Married,134,69.3,MANUAL_REVIEW,23.77,1.47
38,1927251,690,Salaried,2577884,47460,Personal,60,7.5,15.0,1,Company-Provided,1,Tier-3,Graduate,Married,143,56.3,MANUAL_REVIEW,64.05,1.34
34,1877127,626,Government,10000000,0,Home,240,1.2,1.2,0,Company-Provided,3,Tier-2,Professional,Married,89,37.34,REJECTED,63.82,5.33
